Node,Depth,Value
A4,4,18
B3,5,19
A4,4,19
B4,5,-Infinity
B2,5,42
B4,5,42
B3,5,42
B4,5,42
B4,5,-Infinity
B2,5,45
B4,5,45
B3,5,45
B4,5,45
B4,5,-Infinity
B2,5,46
B4,5,46
B3,5,46
B4,5,46
B5,5,53
B4,5,53
B4,5,53
B5,5,52
B4,5,53
B4,5,53
B5,5,49
B4,5,53
A4,4,53
B5,5,25
A4,4,53
B2,3,50
A5,4,-Infinity
B2,5,18
A5,4,18
B3,5,19
A5,4,19
B4,5,-Infinity
B2,5,42
B4,5,42
B3,5,42
B4,5,42
B4,5,-Infinity
B2,5,45
B4,5,45
B3,5,45
B4,5,45
B4,5,-Infinity
B2,5,46
B4,5,46
B3,5,46
B4,5,46
B5,5,53
B4,5,53
B4,5,53
B5,5,52
B4,5,53
B4,5,53
B5,5,49
B4,5,53
A5,4,53
B5,5,25
A5,4,53
B2,3,50
B3,3,50
B4,3,Infinity
A2,4,-Infinity
B2,5,36
A2,4,36
B3,5,32
A2,4,36
B4,5,32
A2,4,36
B5,5,39
A2,4,39
B4,3,39
A3,4,-Infinity
B2,5,50
A3,4,50
B3,5,-Infinity
B2,5,53
B3,5,53
B3,5,47
B3,5,53
B4,5,50
B3,5,53
B5,5,57
B3,5,57
A3,4,57
B4,5,47
A3,4,57
B5,5,-Infinity
B2,5,61
B5,5,61
B3,5,-Infinity
B2,5,65
B3,5,65
B3,5,-Infinity
B2,5,66
B3,5,66
B4,5,63
B3,5,66
B5,5,61
B3,5,66
B3,5,66
B4,5,62
B3,5,66
B5,5,60
B3,5,66
B5,5,66
B4,5,58
B5,5,66
B5,5,244
B5,5,244
A3,4,244
B4,3,39
A4,4,Infinity
A2,4,-Infinity
B2,5,16
A2,4,16
B3,5,13
A2,4,16
B4,5,13
A2,4,16
B5,5,20
A2,4,20
A4,4,20
A3,4,Infinity
A2,4,-Infinity
B2,5,9
A2,4,9
B3,5,5
A2,4,9
B4,5,5
A2,4,9
B5,5,12
A2,4,12
A3,4,12
A3,4,-Infinity
B2,5,-Infinity
B2,5,30
B2,5,30
B3,5,35
B2,5,35
B4,5,35
B2,5,35
B5,5,42
B2,5,42
A3,4,42
B3,5,25
A3,4,42
B4,5,25
A3,4,42
B5,5,32
A3,4,42
A3,4,12
A4,4,-Infinity
B2,5,27
A4,4,27
B3,5,23
A4,4,27
B4,5,23
A4,4,27
B5,5,30
A4,4,30
A3,4,12
A5,4,-Infinity
B2,5,10
A5,4,10
B3,5,6
A5,4,10
B4,5,6
A5,4,10
B5,5,13
A5,4,13
A3,4,12
A4,4,12
A4,4,-Infinity
B2,5,34
A4,4,34
B3,5,30
A4,4,34
B4,5,-Infinity
B2,5,39
B4,5,39
B3,5,36
B4,5,39
B4,5,32
B4,5,39
B5,5,43
B4,5,43
A4,4,43
B5,5,37
A4,4,43
A4,4,12
A5,4,Infinity
A2,4,-Infinity
B2,5,-5
A2,4,-5
B3,5,-9
A2,4,-5
B4,5,-9
A2,4,-5
B5,5,-2
A2,4,-2
A5,4,-2
A3,4,-Infinity
B2,5,8
A3,4,8
B3,5,-Infinity
B2,5,17
B3,5,17
B3,5,6
B3,5,17
B4,5,-Infinity
B2,5,27
B4,5,27
B3,5,16
B4,5,27
B4,5,15
B4,5,27
B5,5,30
B4,5,30
B3,5,30
B5,5,20
B3,5,30
A3,4,30
B4,5,5
A3,4,30
B5,5,-Infinity
B2,5,25
B5,5,25
B3,5,21
B5,5,25
B4,5,21
B5,5,25
B5,5,14
B5,5,25
A3,4,30
A5,4,-2
A4,4,-Infinity
B2,5,12
A4,4,12
B3,5,8
A4,4,12
B4,5,8
A4,4,12
B5,5,15
A4,4,15
A5,4,-2
A5,4,-Infinity
B2,5,14
A5,4,14
B3,5,11
A5,4,14
B4,5,11
A5,4,14
B5,5,18
A5,4,18
A5,4,-2
A4,4,-2
B4,3,-2
A5,4,-Infinity
B2,5,37
A5,4,37
B3,5,33
A5,4,37
B4,5,33
A5,4,37
B5,5,40
A5,4,40
B4,3,-2
B3,3,50
B5,3,Infinity
A2,4,Infinity
A2,4,-Infinity
B2,5,23
A2,4,23
B3,5,19
A2,4,23
B4,5,37
A2,4,37
B5,5,19
A2,4,37
A2,4,37
A3,4,-Infinity
B2,5,20
A3,4,20
B3,5,16
A3,4,20
B4,5,34
A3,4,34
B5,5,17
A3,4,34
A2,4,34
A4,4,-Infinity
B2,5,7
A4,4,7
B3,5,3
A4,4,7
B4,5,21
A4,4,21
B5,5,3
A4,4,21
A2,4,21
A5,4,-Infinity
B2,5,7
A5,4,7
B3,5,3
A5,4,7
B4,5,21
A5,4,21
B5,5,3
A5,4,21
A2,4,21
B5,3,21
A3,4,-Infinity
B2,5,39
A3,4,39
B3,5,39
A3,4,39
B4,5,53
A3,4,53
B5,5,203
A3,4,203
B5,3,21
A4,4,-Infinity
B2,5,25
A4,4,25
B3,5,22
A4,4,25
B4,5,40
A4,4,40
B5,5,22
A4,4,40
B5,3,21
A5,4,-Infinity
B2,5,25
A5,4,25
B3,5,22
A5,4,25
B4,5,40
A5,4,40
B5,5,22
A5,4,40
B5,3,21
B3,3,50
B3,3,50
B4,3,Infinity
A2,4,-Infinity
B2,5,35
A2,4,35
B3,5,32
A2,4,35
B4,5,31
A2,4,35
B5,5,38
A2,4,38
B4,3,38
A3,4,-Infinity
B2,5,49
A3,4,49
B3,5,46
A3,4,49
B4,5,46
A3,4,49
B5,5,52
A3,4,52
B4,3,38
A4,4,Infinity
A2,4,-Infinity
B2,5,15
A2,4,15
B3,5,12
A2,4,15
B4,5,12
A2,4,15
B5,5,-Infinity
B2,5,-Infinity
B2,5,32
B2,5,32
B3,5,41
B2,5,41
B4,5,-Infinity
B2,5,43
B4,5,43
B3,5,52
B4,5,52
B4,5,117
B4,5,117
B5,5,45
B4,5,117
B2,5,117
B5,5,34
B2,5,117
B5,5,117
B3,5,27
B5,5,117
B4,5,27
B5,5,117
B5,5,21
B5,5,117
A2,4,117
A4,4,117
A3,4,Infinity
A2,4,-Infinity
B2,5,8
A2,4,8
B3,5,5
A2,4,8
B4,5,4
A2,4,8
B5,5,11
A2,4,11
A3,4,11
A3,4,-Infinity
B2,5,27
A3,4,27
B3,5,24
A3,4,27
B4,5,24
A3,4,27
B5,5,31
A3,4,31
A3,4,11
A4,4,-Infinity
B2,5,26
A4,4,26
B3,5,-Infinity
B2,5,32
B3,5,32
B3,5,24
B3,5,32
B4,5,29
B3,5,32
B5,5,36
B3,5,36
A4,4,36
B4,5,22
A4,4,36
B5,5,29
A4,4,36
A3,4,11
A5,4,-Infinity
B2,5,9
A5,4,9
B3,5,6
A5,4,9
B4,5,5
A5,4,9
B5,5,12
A5,4,12
A3,4,11
A4,4,11
A4,4,-Infinity
B2,5,33
A4,4,33
B3,5,30
A4,4,33
B4,5,-Infinity
B2,5,38
B4,5,38
B3,5,35
B4,5,38
B4,5,31
B4,5,38
B5,5,42
B4,5,42
A4,4,42
B5,5,36
A4,4,42
A4,4,11
A5,4,Infinity
A2,4,-Infinity
B2,5,-6
A2,4,-6
B3,5,-Infinity
B2,5,5
B3,5,5
B3,5,105
B3,5,105
B4,5,1
B3,5,105
B5,5,8
B3,5,105
A2,4,105
B4,5,-10
A2,4,105
B5,5,-3
A2,4,105
A5,4,105
A3,4,-Infinity
B2,5,7
A3,4,7
B3,5,4
A3,4,7
B4,5,4
A3,4,7
B5,5,10
A3,4,10
A5,4,10
A4,4,-Infinity
B2,5,-Infinity
B2,5,12
B2,5,12
B3,5,20
B2,5,20
B4,5,19
B2,5,20
B5,5,26
B2,5,26
A4,4,26
B3,5,7
A4,4,26
B4,5,7
A4,4,26
B5,5,14
A4,4,26
A5,4,10
A5,4,-Infinity
B2,5,13
A5,4,13
B3,5,10
A5,4,13
B4,5,10
A5,4,13
B5,5,17
A5,4,17
A5,4,10
A4,4,10
B4,3,10
A5,4,-Infinity
B2,5,36
A5,4,36
B3,5,-Infinity
B2,5,41
B3,5,41
B3,5,34
B3,5,41
B4,5,38
B3,5,41
B5,5,45
B3,5,45
A5,4,45
B4,5,32
A5,4,45
B5,5,39
A5,4,45
B4,3,10
B3,3,50
B5,3,Infinity
A2,4,Infinity
A2,4,-Infinity
B2,5,-Infinity
B2,5,23
B2,5,23
B3,5,26
B2,5,26
B4,5,44
B2,5,44
B5,5,26
B2,5,44
A2,4,44
B3,5,18
A2,4,44
B4,5,36
A2,4,44
B5,5,18
A2,4,44
A2,4,44
A3,4,-Infinity
B2,5,19
A3,4,19
B3,5,16
A3,4,19
B4,5,33
A3,4,33
B5,5,16
A3,4,33
A2,4,33
A4,4,-Infinity
B2,5,-Infinity
B2,5,7
B2,5,7
B3,5,12
B2,5,12
B4,5,30
B2,5,30
B5,5,12
B2,5,30
A4,4,30
B3,5,2
A4,4,30
B4,5,20
A4,4,30
B5,5,2
A4,4,30
A2,4,30
A5,4,-Infinity
B2,5,-Infinity
B2,5,7
B2,5,7
B3,5,12
B2,5,12
B4,5,30
B2,5,30
B5,5,12
B2,5,30
A5,4,30
B3,5,2
A5,4,30
B4,5,20
A5,4,30
B5,5,2
A5,4,30
A2,4,30
B5,3,30
A3,4,-Infinity
B2,5,38
A3,4,38
B3,5,-Infinity
B2,5,40
B3,5,40
B3,5,35
B3,5,40
B4,5,54
B3,5,54
B5,5,37
B3,5,54
A3,4,54
B4,5,52
A3,4,54
B5,5,202
A3,4,202
B5,3,30
A4,4,-Infinity
B2,5,24
A4,4,24
B3,5,21
A4,4,24
B4,5,39
A4,4,39
B5,5,21
A4,4,39
B5,3,30
A5,4,-Infinity
B2,5,24
A5,4,24
B3,5,21
A5,4,24
B4,5,39
A5,4,39
B5,5,21
A5,4,39
B5,3,30
B3,3,50
A3,2,50
B4,3,-Infinity
B2,3,Infinity
A2,4,-Infinity
B2,5,31
A2,4,31
B3,5,36
A2,4,36
B4,5,33
A2,4,36
B5,5,39
A2,4,39
B2,3,39
A3,4,-Infinity
B2,5,227
A3,4,227
B3,5,-Infinity
B2,5,53
B3,5,53
B3,5,52
B3,5,53
B4,5,55
B3,5,55
B5,5,61
B3,5,61
A3,4,227
B4,5,47
A3,4,227
B5,5,-Infinity
B2,5,56
B5,5,56
B3,5,-Infinity
B2,5,65
B3,5,65
B3,5,63
B3,5,65
B4,5,67
B3,5,67
B5,5,64
B3,5,67
B5,5,67
B4,5,58
B5,5,67
B5,5,245
B5,5,245
A3,4,245
B2,3,39
A4,4,-Infinity
B2,5,31
A4,4,31
B3,5,36
A4,4,36
B4,5,33
A4,4,36
B5,5,39
A4,4,39
B2,3,39
A5,4,Infinity
A2,4,-Infinity
B2,5,11
A2,4,11
B3,5,17
A2,4,17
B4,5,13
A2,4,17
B5,5,20
A2,4,20
A5,4,20
A3,4,-Infinity
B2,5,-Infinity
B2,5,25
B2,5,25
B3,5,34
B2,5,34
B4,5,31
B2,5,34
B5,5,37
B2,5,37
A3,4,37
B3,5,30
A3,4,37
B4,5,-Infinity
B2,5,31
B4,5,31
B3,5,36
B4,5,36
B4,5,28
B4,5,36
B5,5,-Infinity
B2,5,45
B5,5,45
B3,5,51
B5,5,51
B4,5,42
B5,5,51
B5,5,42
B5,5,51
B4,5,51
A3,4,51
B5,5,33
A3,4,51
A5,4,20
A4,4,-Infinity
B2,5,11
A4,4,11
B3,5,17
A4,4,17
B4,5,13
A4,4,17
B5,5,-Infinity
B2,5,27
B5,5,27
B3,5,32
B5,5,32
B4,5,29
B5,5,32
B5,5,22
B5,5,32
A4,4,32
A5,4,20
A5,4,-Infinity
B2,5,29
A5,4,29
B3,5,34
A5,4,34
B4,5,31
A5,4,34
B5,5,37
A5,4,37
A5,4,20
B2,3,20
B4,3,20
B3,3,Infinity
A2,4,-Infinity
B2,5,36
A2,4,36
B3,5,31
A2,4,36
B4,5,33
A2,4,36
B5,5,39
A2,4,39
B3,3,39
A3,4,-Infinity
B2,5,50
A3,4,50
B3,5,51
A3,4,51
B4,5,47
A3,4,51
B5,5,54
A3,4,54
B3,3,39
A4,4,-Infinity
B2,5,36
A4,4,36
B3,5,31
A4,4,36
B4,5,33
A4,4,36
B5,5,39
A4,4,39
B3,3,39
A5,4,Infinity
A2,4,-Infinity
B2,5,16
A2,4,16
B3,5,11
A2,4,16
B4,5,13
A2,4,16
B5,5,20
A2,4,20
A5,4,20
A3,4,-Infinity
B2,5,30
A3,4,30
B3,5,-Infinity
B2,5,34
B3,5,34
B3,5,-Infinity
B2,5,35
B3,5,35
B4,5,32
B3,5,35
B5,5,-Infinity
B2,5,49
B5,5,49
B3,5,-Infinity
B2,5,51
B3,5,51
B3,5,41
B3,5,51
B4,5,49
B3,5,51
B5,5,43
B3,5,51
B5,5,51
B4,5,-Infinity
B2,5,58
B4,5,58
B3,5,49
B4,5,58
B4,5,48
B4,5,58
B5,5,50
B4,5,58
B5,5,58
B5,5,41
B5,5,58
B3,5,58
B3,5,58
B4,5,31
B3,5,58
B5,5,37
B3,5,58
A3,4,58
B4,5,27
A3,4,58
B5,5,33
A3,4,58
A5,4,20
A4,4,-Infinity
B2,5,16
A4,4,16
B3,5,11
A4,4,16
B4,5,13
A4,4,16
B5,5,20
A4,4,20
A5,4,20
A5,4,-Infinity
B2,5,34
A5,4,34
B3,5,29
A5,4,34
B4,5,31
A5,4,34
B5,5,-Infinity
B2,5,47
B5,5,47
B3,5,42
B5,5,47
B4,5,44
B5,5,47
B5,5,40
B5,5,47
A5,4,47
A5,4,20
B3,3,20
B4,3,20
B4,3,Infinity
A2,4,Infinity
A2,4,Infinity
A2,4,-Infinity
B2,5,29
A2,4,29
B3,5,29
A2,4,29
B4,5,24
A2,4,29
B5,5,32
A2,4,32
A2,4,32
A3,4,-Infinity
B2,5,24
A3,4,24
B3,5,25
A3,4,25
B4,5,19
A3,4,25
B5,5,28
A3,4,28
A2,4,28
A4,4,-Infinity
B2,5,10
A4,4,10
B3,5,10
A4,4,10
B4,5,5
A4,4,10
B5,5,13
A4,4,13
A2,4,13
A5,4,Infinity
A2,4,-Infinity
B2,5,7
A2,4,7
B3,5,8
A2,4,8
B4,5,2
A2,4,8
B5,5,11
A2,4,11
A5,4,11
A3,4,-Infinity
B2,5,2
A3,4,2
B3,5,2
A3,4,2
B4,5,-3
A3,4,2
B5,5,5
A3,4,5
A5,4,5
A4,4,-Infinity
B2,5,-11
A4,4,-11
B3,5,-11
A4,4,-11
B4,5,-16
A4,4,-11
B5,5,-8
A4,4,-8
A5,4,-8
A5,4,-Infinity
B2,5,8
A5,4,8
B3,5,-Infinity
B2,5,20
B3,5,20
B3,5,10
B3,5,20
B4,5,-Infinity
B2,5,28
B4,5,28
B3,5,18
B4,5,28
B4,5,17
B4,5,28
B5,5,32
B4,5,32
B3,5,32
B5,5,24
B3,5,32
A5,4,32
B4,5,3
A5,4,32
B5,5,12
A5,4,32
A5,4,-8
A2,4,-8
A2,4,-8
A3,4,-Infinity
B2,5,27
A3,4,27
B3,5,27
A3,4,27
B4,5,22
A3,4,27
B5,5,-Infinity
B2,5,40
B5,5,40
B3,5,41
B5,5,41
B4,5,35
B5,5,41
B5,5,33
B5,5,41
A3,4,41
A2,4,-8
A4,4,-Infinity
B2,5,14
A4,4,14
B3,5,14
A4,4,14
B4,5,9
A4,4,14
B5,5,17
A4,4,17
A2,4,-8
A5,4,-Infinity
B2,5,14
A5,4,14
B3,5,14
A5,4,14
B4,5,9
A5,4,14
B5,5,17
A5,4,17
A2,4,-8
B4,3,-8
A3,4,-Infinity
B2,5,47
A3,4,47
B3,5,47
A3,4,47
B4,5,42
A3,4,47
B5,5,50
A3,4,50
B4,3,-8
A4,4,-Infinity
B2,5,-Infinity
B2,5,35
B2,5,35
B3,5,43
B2,5,43
B4,5,37
B2,5,43
B5,5,46
B2,5,46
A4,4,46
B3,5,34
A4,4,46
B4,5,-Infinity
B2,5,37
B4,5,37
B3,5,37
B4,5,37
B4,5,-Infinity
B2,5,38
B4,5,38
B3,5,38
B4,5,38
B5,5,41
B4,5,41
B4,5,41
B5,5,40
B4,5,41
A4,4,46
B5,5,37
A4,4,46
B4,3,-8
A5,4,-Infinity
B2,5,-Infinity
B2,5,35
B2,5,35
B3,5,43
B2,5,43
B4,5,37
B2,5,43
B5,5,46
B2,5,46
A5,4,46
B3,5,34
A5,4,46
B4,5,-Infinity
B2,5,37
B4,5,37
B3,5,37
B4,5,37
B4,5,-Infinity
B2,5,38
B4,5,38
B3,5,38
B4,5,38
B5,5,41
B4,5,41
B4,5,41
B5,5,40
B4,5,41
A5,4,46
B5,5,37
A5,4,46
B4,3,-8
B4,3,20
B5,3,-Infinity
B2,3,Infinity
A2,4,-Infinity
B2,5,40
A2,4,40
B3,5,46
A2,4,46
B4,5,43
A2,4,46
B5,5,41
A2,4,46
B2,3,46
A3,4,-Infinity
B2,5,54
A3,4,54
B3,5,-Infinity
B2,5,63
B3,5,63
B3,5,62
B3,5,63
B4,5,66
B3,5,66
B5,5,64
B3,5,66
A3,4,66
B4,5,57
A3,4,66
B5,5,-Infinity
B2,5,-Infinity
B2,5,58
B2,5,58
B3,5,66
B2,5,66
B4,5,63
B2,5,66
B5,5,59
B2,5,66
B5,5,66
B3,5,64
B5,5,66
B4,5,-Infinity
B2,5,63
B4,5,63
B3,5,69
B4,5,69
B4,5,62
B4,5,69
B5,5,62
B4,5,69
B5,5,69
B5,5,57
B5,5,69
A3,4,69
B2,3,46
A4,4,-Infinity
B2,5,40
A4,4,40
B3,5,46
A4,4,46
B4,5,43
A4,4,46
B5,5,41
A4,4,46
B2,3,46
A5,4,Infinity
A2,4,-Infinity
B2,5,-Infinity
B2,5,21
B2,5,21
B3,5,32
B2,5,32
B4,5,29
B2,5,32
B5,5,27
B2,5,32
A2,4,32
B3,5,26
A2,4,32
B4,5,-Infinity
B2,5,29
B4,5,29
B3,5,36
B4,5,36
B4,5,24
B4,5,36
B5,5,31
B4,5,36
A2,4,36
B5,5,21
A2,4,36
A5,4,36
A3,4,-Infinity
B2,5,33
A3,4,33
B3,5,39
A3,4,39
B4,5,36
A3,4,39
B5,5,34
A3,4,39
A5,4,36
A4,4,-Infinity
B2,5,-Infinity
B2,5,21
B2,5,21
B3,5,32
B2,5,32
B4,5,29
B2,5,32
B5,5,27
B2,5,32
A4,4,32
B3,5,26
A4,4,32
B4,5,-Infinity
B2,5,29
B4,5,29
B3,5,36
B4,5,36
B4,5,24
B4,5,36
B5,5,31
B4,5,36
A4,4,36
B5,5,21
A4,4,36
A5,4,36
A5,4,-Infinity
B2,5,38
A5,4,38
B3,5,44
A5,4,44
B4,5,41
A5,4,44
B5,5,39
A5,4,44
A5,4,36
B2,3,36
B5,3,36
B3,3,Infinity
A2,4,-Infinity
B2,5,46
A2,4,46
B3,5,40
A2,4,46
B4,5,43
A2,4,46
B5,5,41
A2,4,46
B3,3,46
A3,4,-Infinity
B2,5,60
A3,4,60
B3,5,54
A3,4,60
B4,5,57
A3,4,60
B5,5,-Infinity
B2,5,-Infinity
B2,5,65
B2,5,65
B3,5,-Infinity
B2,5,271
B3,5,271
B3,5,67
B3,5,271
B4,5,73
B3,5,271
B5,5,69
B3,5,271
B2,5,271
B4,5,-Infinity
B2,5,71
B4,5,71
B3,5,73
B4,5,73
B4,5,71
B4,5,73
B5,5,72
B4,5,73
B2,5,271
B5,5,-Infinity
B2,5,67
B5,5,67
B3,5,69
B5,5,69
B4,5,72
B5,5,72
B5,5,-Infinity
B2,5,68
B5,5,68
B3,5,70
B5,5,70
B4,5,73
B5,5,73
B5,5,73
B2,5,271
B5,5,271
B3,5,58
B5,5,271
B4,5,61
B5,5,271
B5,5,57
B5,5,271
A3,4,271
B3,3,46
A4,4,-Infinity
B2,5,46
A4,4,46
B3,5,40
A4,4,46
B4,5,43
A4,4,46
B5,5,41
A4,4,46
B3,3,46
A5,4,Infinity
A2,4,-Infinity
B2,5,-Infinity
B2,5,27
B2,5,27
B3,5,33
B2,5,33
B4,5,36
B2,5,36
B5,5,34
B2,5,36
A2,4,36
B3,5,20
A2,4,36
B4,5,23
A2,4,36
B5,5,21
A2,4,36
A5,4,36
A3,4,-Infinity
B2,5,39
A3,4,39
B3,5,33
A3,4,39
B4,5,36
A3,4,39
B5,5,34
A3,4,39
A5,4,36
A4,4,-Infinity
B2,5,-Infinity
B2,5,27
B2,5,27
B3,5,33
B2,5,33
B4,5,36
B2,5,36
B5,5,34
B2,5,36
A4,4,36
B3,5,20
A4,4,36
B4,5,23
A4,4,36
B5,5,21
A4,4,36
A5,4,36
A5,4,-Infinity
B2,5,44
A5,4,44
B3,5,38
A5,4,44
B4,5,41
A5,4,44
B5,5,39
A5,4,44
A5,4,36
B3,3,36
B5,3,36
B4,3,Infinity
A2,4,Infinity
A2,4,-Infinity
B2,5,40
A2,4,40
B3,5,40
A2,4,40
B4,5,34
A2,4,40
B5,5,35
A2,4,40
A2,4,40
A3,4,-Infinity
B2,5,36
A3,4,36
B3,5,-Infinity
B2,5,47
B3,5,47
B3,5,56
B3,5,56
B4,5,42
B3,5,56
B5,5,43
B3,5,56
A3,4,56
B4,5,-Infinity
B2,5,41
B4,5,41
B3,5,41
B4,5,41
B4,5,32
B4,5,41
B5,5,36
B4,5,41
A3,4,56
B5,5,32
A3,4,56
A2,4,40
A4,4,Infinity
A2,4,-Infinity
B2,5,18
A2,4,18
B3,5,18
A2,4,18
B4,5,12
A2,4,18
B5,5,13
A2,4,18
A4,4,18
A3,4,-Infinity
B2,5,13
A3,4,13
B3,5,13
A3,4,13
B4,5,7
A3,4,13
B5,5,8
A3,4,13
A4,4,13
A4,4,-Infinity
B2,5,19
A4,4,19
B3,5,19
A4,4,19
B4,5,13
A4,4,19
B5,5,-Infinity
B2,5,27
B5,5,27
B3,5,27
B5,5,27
B4,5,21
B5,5,27
B5,5,16
B5,5,27
A4,4,27
A4,4,13
A5,4,-Infinity
B2,5,0
A5,4,0
B3,5,0
A5,4,0
B4,5,-6
A5,4,0
B5,5,-5
A5,4,0
A4,4,0
A2,4,0
A5,4,-Infinity
B2,5,23
A5,4,23
B3,5,23
A5,4,23
B4,5,17
A5,4,23
B5,5,18
A5,4,23
A2,4,0
B4,3,0
A3,4,-Infinity
B2,5,57
A3,4,57
B3,5,57
A3,4,57
B4,5,51
A3,4,57
B5,5,52
A3,4,57
B4,3,0
A4,4,-Infinity
B2,5,44
A4,4,44
B3,5,44
A4,4,44
B4,5,38
A4,4,44
B5,5,39
A4,4,44
B4,3,0
A5,4,-Infinity
B2,5,44
A5,4,44
B3,5,44
A5,4,44
B4,5,38
A5,4,44
B5,5,39
A5,4,44
B4,3,0
B5,3,36
B5,3,Infinity
A2,4,-Infinity
B2,5,41
A2,4,41
B3,5,42
A2,4,42
B4,5,38
A2,4,42
B5,5,36
A2,4,42
B5,3,42
A3,4,-Infinity
B2,5,55
A3,4,55
B3,5,55
A3,4,55
B4,5,52
A3,4,55
B5,5,49
A3,4,55
B5,3,42
A4,4,-Infinity
B2,5,41
A4,4,41
B3,5,42
A4,4,42
B4,5,38
A4,4,42
B5,5,36
A4,4,42
B5,3,42
A5,4,-Infinity
B2,5,41
A5,4,41
B3,5,42
A5,4,42
B4,5,38
A5,4,42
B5,5,36
A5,4,42
B5,3,42
B5,3,42
B4,3,42
A3,2,50
B5,3,-Infinity
B2,3,Infinity
A2,4,Infinity
A2,4,-Infinity
B2,5,18
A2,4,18
B3,5,22
A2,4,22
B4,5,36
A2,4,36
B5,5,19
A2,4,36
A2,4,36
A3,4,-Infinity
B2,5,15
A3,4,15
B3,5,19
A3,4,19
B4,5,33
A3,4,33
B5,5,16
A3,4,33
A2,4,33
A4,4,-Infinity
B2,5,2
A4,4,2
B3,5,6
A4,4,6
B4,5,20
A4,4,20
B5,5,3
A4,4,20
A2,4,20
A5,4,-Infinity
B2,5,2
A5,4,2
B3,5,6
A5,4,6
B4,5,20
A5,4,20
B5,5,3
A5,4,20
A2,4,20
B2,3,20
A3,4,-Infinity
B2,5,34
A3,4,34
B3,5,38
A3,4,38
B4,5,52
A3,4,52
B5,5,35
A3,4,52
B2,3,20
A4,4,-Infinity
B2,5,20
A4,4,20
B3,5,25
A4,4,25
B4,5,39
A4,4,39
B5,5,-Infinity
B2,5,25
B5,5,25
B3,5,29
B5,5,29
B4,5,43
B5,5,43
B5,5,23
B5,5,43
A4,4,43
B2,3,20
A5,4,-Infinity
B2,5,20
A5,4,20
B3,5,25
A5,4,25
B4,5,39
A5,4,39
B5,5,-Infinity
B2,5,25
B5,5,25
B3,5,29
B5,5,29
B4,5,43
B5,5,43
B5,5,23
B5,5,43
A5,4,43
B2,3,20
B5,3,20
B3,3,Infinity
A2,4,Infinity
A2,4,-Infinity
B2,5,22
A2,4,22
B3,5,18
A2,4,22
B4,5,36
A2,4,36
B5,5,19
A2,4,36
A2,4,36
A3,4,-Infinity
B2,5,19
A3,4,19
B3,5,15
A3,4,19
B4,5,33
A3,4,33
B5,5,16
A3,4,33
A2,4,33
A4,4,-Infinity
B2,5,6
A4,4,6
B3,5,2
A4,4,6
B4,5,20
A4,4,20
B5,5,3
A4,4,20
A2,4,20
A5,4,-Infinity
B2,5,6
A5,4,6
B3,5,2
A5,4,6
B4,5,20
A5,4,20
B5,5,3
A5,4,20
A2,4,20
B3,3,20
A3,4,-Infinity
B2,5,38
A3,4,38
B3,5,34
A3,4,38
B4,5,52
A3,4,52
B5,5,35
A3,4,52
B3,3,20
A4,4,-Infinity
B2,5,24
A4,4,24
B3,5,21
A4,4,24
B4,5,39
A4,4,39
B5,5,-Infinity
B2,5,29
B5,5,29
B3,5,25
B5,5,29
B4,5,43
B5,5,43
B5,5,23
B5,5,43
A4,4,43
B3,3,20
A5,4,-Infinity
B2,5,24
A5,4,24
B3,5,21
A5,4,24
B4,5,39
A5,4,39
B5,5,-Infinity
B2,5,29
B5,5,29
B3,5,25
B5,5,29
B4,5,43
B5,5,43
B5,5,23
B5,5,43
A5,4,43
B3,3,20
B5,3,20
B4,3,Infinity
A2,4,-Infinity
B2,5,38
A2,4,38
B3,5,38
A2,4,38
B4,5,34
A2,4,38
B5,5,35
A2,4,38
B4,3,38
A3,4,-Infinity
B2,5,-Infinity
B2,5,53
B2,5,53
B3,5,59
B2,5,59
B4,5,55
B2,5,59
B5,5,56
B2,5,59
A3,4,59
B3,5,52
A3,4,59
B4,5,48
A3,4,59
B5,5,-Infinity
B2,5,56
B5,5,56
B3,5,56
B5,5,56
B4,5,52
B5,5,56
B5,5,50
B5,5,56
A3,4,59
B4,3,38
A4,4,-Infinity
B2,5,38
A4,4,38
B3,5,38
A4,4,38
B4,5,34
A4,4,38
B5,5,35
A4,4,38
B4,3,38
A5,4,-Infinity
B2,5,38
A5,4,38
B3,5,38
A5,4,38
B4,5,34
A5,4,38
B5,5,35
A5,4,38
B4,3,38
B5,3,38
B5,3,Infinity
A2,4,-Infinity
B2,5,21
A2,4,21
B3,5,21
A2,4,21
B4,5,35
A2,4,35
B5,5,17
A2,4,35
B5,3,35
A3,4,-Infinity
B2,5,34
A3,4,34
B3,5,-Infinity
B2,5,40
B3,5,40
B3,5,36
B3,5,40
B4,5,54
B3,5,54
B5,5,36
B3,5,54
A3,4,54
B4,5,48
A3,4,54
B5,5,31
A3,4,54
B5,3,35
A4,4,-Infinity
B2,5,21
A4,4,21
B3,5,21
A4,4,21
B4,5,35
A4,4,35
B5,5,17
A4,4,35
B5,3,35
A5,4,-Infinity
B2,5,21
A5,4,21
B3,5,21
A5,4,21
B4,5,35
A5,4,35
B5,5,17
A5,4,35
B5,3,35
B5,3,38
A3,2,50
B2,1,50
A4,2,Infinity
A2,2,-Infinity
B2,3,Infinity
A2,4,-Infinity
B2,5,11
A2,4,11
B3,5,16
A2,4,16
B4,5,30
A2,4,30
B5,5,19
A2,4,30
